"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested with Scores","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage Near Standard","Area 4 Percentage Below Standard"
"41","69039","6044994",,2016,200,"B",4,"4",4,13,"1",4,"4","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,200,"B",4,"4",4,13,"2",4,"4","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,202,"B",2,"2",2,5,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,202,"B",2,"2",2,5,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,202,"B",2,"2",2,13,"2",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,202,"B",2,"2",2,13,"1",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,203,"B",1,"1",1,4,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,203,"B",1,"1",1,4,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,203,"B",1,"1",1,13,"1",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,203,"B",1,"1",1,13,"2",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,204,"B",54,"52",52,3,"1",19,"19","2391.1","16","16","32","26","42","19","21","37","42","11","50","39","5","58","37","16","53","32"
"41","69039","6044994",,2016,204,"B",54,"52",52,3,"2",19,"19","2418.8","11","32","42","37","21","19","26","37","37","32","32","37","21","63","16","0","0","0"
"41","69039","6044994",,2016,204,"B",54,"52",52,4,"2",17,"17","2394.0","6","6","12","29","59","17","6","18","76","6","29","65","6","47","47","0","0","0"
"41","69039","6044994",,2016,204,"B",54,"52",52,4,"1",17,"17","2381.3","6","6","12","24","65","17","12","18","71","6","35","59","12","41","47","0","71","29"
"41","69039","6044994",,2016,204,"B",54,"52",52,5,"2",18,"16","2481.0","6","13","19","50","31","16","13","63","25","13","44","44","6","50","44","0","0","0"
"41","69039","6044994",,2016,204,"B",54,"52",52,5,"1",18,"16","2471.0","6","25","31","44","25","16","13","31","56","13","50","38","0","81","19","25","56","19"
"41","69039","6044994",,2016,204,"B",54,"52",52,13,"1",54,"52","","10","15","25","31","44","52","15","29","56","10","45","45","6","60","35","13","60","27"
"41","69039","6044994",,2016,204,"B",54,"52",52,13,"2",54,"52","","8","17","25","38","37","52","15","38","46","17","35","48","12","54","35","0","0","0"
"41","69039","6044994",,2016,205,"B",12,"12",12,3,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,205,"B",12,"12",12,3,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,205,"B",12,"12",12,4,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,205,"B",12,"12",12,4,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,205,"B",12,"12",12,5,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,205,"B",12,"12",12,5,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,205,"B",12,"12",12,13,"1",12,"12","","0","8","8","17","75","12","8","17","75","0","33","67","0","25","75","0","42","58"
"41","69039","6044994",,2016,205,"B",12,"12",12,13,"2",12,"12","","0","0","0","42","58","12","0","8","92","0","42","58","0","50","50","0","0","0"
"41","69039","6044994",,2016,206,"B",9,"9",9,3,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,206,"B",9,"9",9,3,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,206,"B",9,"9",9,4,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,206,"B",9,"9",9,4,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,206,"B",9,"9",9,5,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,206,"B",9,"9",9,5,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,206,"B",9,"9",9,13,"1",9,"9","","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,206,"B",9,"9",9,13,"2",9,"9","","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,207,"B",1,"1",1,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,207,"B",1,"1",1,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,207,"B",1,"1",1,13,"2",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,207,"B",1,"1",1,13,"1",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,220,"B",2,"2",2,3,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,220,"B",2,"2",2,3,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,220,"B",2,"2",2,13,"2",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,220,"B",2,"2",2,13,"1",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,222,"B",24,"24",24,3,"1",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,222,"B",24,"24",24,3,"2",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,222,"B",24,"24",24,4,"2",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,222,"B",24,"24",24,4,"1",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,222,"B",24,"24",24,5,"1",6,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,222,"B",24,"24",24,5,"2",6,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,222,"B",24,"24",24,13,"2",24,"24","","38","21","58","38","4","24","38","33","29","42","50","8","42","46","13","0","0","0"
"41","69039","6044994",,2016,222,"B",24,"24",24,13,"1",24,"24","","38","29","67","21","13","24","25","50","25","42","46","13","29","63","8","29","63","8"
"41","69039","6044994",,2016,223,"B",9,"9",9,3,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,223,"B",9,"9",9,3,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,223,"B",9,"9",9,4,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,223,"B",9,"9",9,4,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,223,"B",9,"9",9,5,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,223,"B",9,"9",9,5,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,223,"B",9,"9",9,13,"1",9,"9","","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,223,"B",9,"9",9,13,"2",9,"9","","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,224,"B",36,"34",34,3,"1",12,"12","2424.6","33","8","42","33","25","12","8","50","42","42","17","42","8","83","8","25","67","8"
"41","69039","6044994",,2016,224,"B",36,"35",34,3,"2",12,"12","2452.7","8","58","67","25","8","12","42","42","17","8","75","17","50","33","17","0","0","0"
"41","69039","6044994",,2016,224,"B",36,"35",34,4,"2",14,"14","2424.2","0","15","15","46","38","13","8","31","62","15","23","62","8","62","31","0","0","0"
"41","69039","6044994",,2016,224,"B",36,"34",34,4,"1",14,"13","2398.2","8","15","23","0","77","13","8","23","69","15","23","62","0","62","38","8","62","31"
"41","69039","6044994",,2016,224,"B",36,"34",34,5,"1",10,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,224,"B",36,"35",34,5,"2",10,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,224,"B",36,"35",34,13,"2",36,"35","","3","35","38","35","26","34","18","38","44","15","44","41","24","50","26","0","0","0"
"41","69039","6044994",,2016,224,"B",36,"34",34,13,"1",36,"34","","18","12","29","21","50","34","9","32","59","24","29","47","6","65","29","18","56","26"
"41","69039","6044994",,2016,225,"B",11,"11",11,3,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,225,"B",11,"11",11,3,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,225,"B",11,"11",11,4,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,225,"B",11,"11",11,4,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,225,"B",11,"11",11,5,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,225,"B",11,"11",11,5,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,225,"B",11,"11",11,13,"1",11,"11","","0","27","27","36","36","11","0","55","45","27","36","36","0","82","18","9","64","27"
"41","69039","6044994",,2016,225,"B",11,"11",11,13,"2",11,"11","","0","27","27","45","27","11","9","55","36","18","45","36","9","45","45","0","0","0"
"41","69039","6044994",,2016,226,"B",26,"26",26,3,"2",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,226,"B",26,"26",26,3,"1",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,226,"B",26,"26",26,4,"1",13,"13","2467.8","38","15","54","15","31","13","31","46","23","31","31","38","15","54","31","31","46","23"
"41","69039","6044994",,2016,226,"B",26,"26",26,4,"2",13,"13","2474.2","8","46","54","31","15","13","38","31","31","15","62","23","15","54","31","0","0","0"
"41","69039","6044994",,2016,226,"B",26,"26",26,5,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,226,"B",26,"26",26,5,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,226,"B",26,"26",26,13,"1",26,"26","","46","15","62","19","19","26","42","35","23","42","38","19","23","62","15","38","42","19"
"41","69039","6044994",,2016,226,"B",26,"26",26,13,"2",26,"26","","15","46","62","23","15","26","35","38","27","31","58","12","27","54","19","0","0","0"
"41","69039","6044994",,2016,227,"B",6,"6",6,3,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,227,"B",6,"6",6,3,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,227,"B",6,"6",6,4,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,227,"B",6,"6",6,4,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,227,"B",6,"6",6,5,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,227,"B",6,"6",6,5,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,227,"B",6,"6",6,13,"1",6,"6","","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044994",,2016,227,"B",6,"6",6,13,"2",6,"6","","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,1,"B",270,"264",264,3,"1",94,"93","2413.7","16","28","44","28","28","93","14","57","29","19","51","30","11","72","17","18","54","28"
"41","69039","6045017",,2016,1,"B",270,"267",267,3,"2",94,"94","2418.9","13","26","38","36","26","94","29","36","35","15","47","38","19","60","21","0","0","0"
"41","69039","6045017",,2016,1,"B",270,"267",267,4,"2",87,"85","2444.7","9","21","31","32","38","85","19","32","49","13","44","44","14","51","35","0","0","0"
"41","69039","6045017",,2016,1,"B",270,"264",264,4,"1",87,"83","2440.8","20","18","39","14","47","83","13","36","51","20","40","40","13","64","23","20","54","25"
"41","69039","6045017",,2016,1,"B",270,"264",264,5,"1",89,"88","2493.8","18","26","44","28","27","88","13","48","40","31","43","26","14","52","34","33","49","18"
"41","69039","6045017",,2016,1,"B",270,"267",267,5,"2",89,"88","2486.4","15","22","36","19","44","88","19","27","53","17","41","42","16","45","39","0","0","0"
"41","69039","6045017",,2016,1,"B",270,"267",267,13,"2",270,"267","","12","23","35","29","36","267","22","32","46","15","44","41","16","52","31","0","0","0"
"41","69039","6045017",,2016,1,"B",270,"264",264,13,"1",270,"264","","18","24","42","24","34","264","13","47","39","23","45","32","13","63","25","24","52","24"
"41","69039","6045017",,2016,3,"B",138,"136",136,3,"2",58,"58","2408.4","5","28","33","41","26","58","21","41","38","10","53","36","10","67","22","0","0","0"
"41","69039","6045017",,2016,3,"B",138,"135",135,3,"1",58,"58","2397.5","9","24","33","33","34","58","9","55","36","12","52","36","5","81","14","14","52","34"
"41","69039","6045017",,2016,3,"B",138,"135",135,4,"1",41,"39","2444.4","26","15","41","13","46","39","13","46","41","23","38","38","15","67","18","21","56","23"
"41","69039","6045017",,2016,3,"B",138,"136",136,4,"2",41,"40","2457.5","10","25","35","38","28","40","23","38","40","13","50","38","20","45","35","0","0","0"
"41","69039","6045017",,2016,3,"B",138,"136",136,5,"2",39,"38","2494.9","21","24","45","11","45","38","26","21","53","21","34","45","21","53","26","0","0","0"
"41","69039","6045017",,2016,3,"B",138,"135",135,5,"1",39,"38","2474.5","18","18","37","24","39","38","8","42","50","26","37","37","18","39","42","34","37","29"
"41","69039","6045017",,2016,3,"B",138,"135",135,13,"1",138,"135","","16","20","36","24","39","135","10","49","41","19","44","37","12","65","23","21","49","30"
"41","69039","6045017",,2016,3,"B",138,"136",136,13,"2",138,"136","","11","26","37","32","32","136","23","35","43","14","47","39","16","57","27","0","0","0"
"41","69039","6045017",,2016,4,"B",132,"131",131,3,"2",36,"36","2435.7","25","22","47","28","25","36","42","28","31","22","36","42","33","47","19","0","0","0"
"41","69039","6045017",,2016,4,"B",132,"129",129,3,"1",36,"35","2440.5","29","34","63","20","17","35","23","60","17","31","49","20","20","57","23","26","57","17"
"41","69039","6045017",,2016,4,"B",132,"129",129,4,"1",46,"44","2437.6","16","20","36","16","48","44","14","27","59","18","41","41","11","61","27","20","52","27"
"41","69039","6045017",,2016,4,"B",132,"131",131,4,"2",46,"45","2433.4","9","18","27","27","47","45","16","27","58","13","38","49","9","56","36","0","0","0"
"41","69039","6045017",,2016,4,"B",132,"131",131,5,"2",50,"50","2480.0","10","20","30","26","44","50","14","32","54","14","46","40","12","40","48","0","0","0"
"41","69039","6045017",,2016,4,"B",132,"129",129,5,"1",50,"50","2508.5","18","32","50","32","18","50","16","52","32","34","48","18","10","62","28","32","58","10"
"41","69039","6045017",,2016,4,"B",132,"129",129,13,"1",132,"129","","20","29","49","23","28","129","17","46","37","28","46","26","13","60","26","26","56","18"
"41","69039","6045017",,2016,4,"B",132,"131",131,13,"2",132,"131","","14","20","34","27","40","131","22","29","49","16","40","44","17","47","36","0","0","0"
"41","69039","6045017",,2016,6,"B",138,"136",136,3,"1",44,"44","2456.6","32","39","70","18","11","44","27","61","11","39","48","14","20","75","5","30","55","16"
"41","69039","6045017",,2016,6,"B",138,"136",136,3,"2",44,"44","2457.8","27","36","64","27","9","44","48","36","16","30","55","16","39","55","7","0","0","0"
"41","69039","6045017",,2016,6,"B",138,"136",136,4,"2",46,"44","2478.8","16","32","48","34","18","44","34","36","30","23","55","23","25","52","23","0","0","0"
"41","69039","6045017",,2016,6,"B",138,"136",136,4,"1",46,"44","2485.3","39","25","64","14","23","44","23","48","30","36","41","23","23","64","14","39","45","16"
"41","69039","6045017",,2016,6,"B",138,"136",136,5,"1",48,"48","2542.3","33","38","71","21","8","48","23","60","17","50","40","10","25","58","17","54","38","8"
"41","69039","6045017",,2016,6,"B",138,"136",136,5,"2",48,"48","2530.1","25","33","58","21","21","48","31","42","27","27","52","21","27","54","19","0","0","0"
"41","69039","6045017",,2016,6,"B",138,"136",136,13,"2",138,"136","","23","34","57","27","16","136","38","38","24","26","54","20","30","54","16","0","0","0"
"41","69039","6045017",,2016,6,"B",138,"136",136,13,"1",138,"136","","35","34","68","18","14","136","24","57","19","42","43","15","23","65","12","41","46","13"
"41","69039","6045017",,2016,7,"B",5,"5",5,3,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,7,"B",5,"5",5,3,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,7,"B",5,"5",5,4,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,7,"B",5,"5",5,4,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,7,"B",5,"5",5,13,"2",5,"5","","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,7,"B",5,"5",5,13,"1",5,"5","","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,8,"B",30,"29",29,3,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,8,"B",30,"29",29,3,"1",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,8,"B",30,"29",29,4,"1",8,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,8,"B",30,"29",29,4,"2",8,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,8,"B",30,"29",29,5,"2",15,"15","2555.5","33","33","67","27","7","15","40","47","13","40","53","7","27","60","13","0","0","0"
"41","69039","6045017",,2016,8,"B",30,"29",29,5,"1",15,"15","2576.7","53","40","93","7","0","15","47","53","0","80","20","0","27","60","13","60","40","0"
"41","69039","6045017",,2016,8,"B",30,"29",29,13,"1",30,"29","","41","48","90","10","0","29","31","69","0","55","41","3","28","66","7","48","52","0"
"41","69039","6045017",,2016,8,"B",30,"29",29,13,"2",30,"29","","24","34","59","38","3","29","34","48","17","28","66","7","24","69","7","0","0","0"
"41","69039","6045017",,2016,31,"B",169,"169",169,3,"2",60,"60","2394.8","5","20","25","38","37","60","18","35","47","5","45","50","10","60","30","0","0","0"
"41","69039","6045017",,2016,31,"B",169,"166",166,3,"1",60,"59","2388.8","10","17","27","34","39","59","5","54","41","10","51","39","5","69","25","12","49","39"
"41","69039","6045017",,2016,31,"B",169,"166",166,4,"1",56,"54","2415.9","7","19","26","15","59","54","7","33","59","11","39","50","9","69","22","7","63","30"
"41","69039","6045017",,2016,31,"B",169,"169",169,4,"2",56,"56","2427.3","5","14","20","34","46","56","7","34","59","9","41","50","7","52","41","0","0","0"
"41","69039","6045017",,2016,31,"B",169,"166",166,5,"1",53,"53","2465.9","8","19","26","36","38","53","11","38","51","19","43","38","6","51","43","19","57","25"
"41","69039","6045017",,2016,31,"B",169,"169",169,5,"2",53,"53","2460.8","8","13","21","21","58","53","13","17","70","9","38","53","6","43","51","0","0","0"
"41","69039","6045017",,2016,31,"B",169,"169",169,13,"2",169,"169","","6","16","22","31","47","169","13","29","58","8","41","51","8","52","40","0","0","0"
"41","69039","6045017",,2016,31,"B",169,"166",166,13,"1",169,"166","","8","18","27","28","45","166","8","42","50","13","45","42","7","63","30","13","56","31"
"41","69039","6045017",,2016,74,"B",4,"4",4,3,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,74,"B",4,"4",4,3,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,74,"B",4,"4",4,4,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,74,"B",4,"4",4,4,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,74,"B",4,"4",4,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,74,"B",4,"4",4,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,74,"B",4,"4",4,13,"1",4,"4","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,74,"B",4,"4",4,13,"2",4,"4","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,75,"B",2,"2",2,4,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,75,"B",2,"2",2,4,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,75,"B",2,"2",2,13,"2",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,75,"B",2,"2",2,13,"1",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,76,"B",6,"6",6,3,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,76,"B",6,"6",6,3,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,76,"B",6,"6",6,5,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,76,"B",6,"6",6,5,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,76,"B",6,"6",6,13,"1",6,"6","","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,76,"B",6,"6",6,13,"2",6,"6","","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,77,"B",20,"20",20,3,"1",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,77,"B",20,"20",20,3,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,77,"B",20,"20",20,4,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,77,"B",20,"20",20,4,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,77,"B",20,"20",20,5,"1",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,77,"B",20,"20",20,5,"2",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,77,"B",20,"20",20,13,"2",20,"20","","25","30","55","30","15","20","50","30","20","25","45","30","30","50","20","0","0","0"
"41","69039","6045017",,2016,77,"B",20,"20",20,13,"1",20,"20","","10","50","60","35","5","20","5","70","25","40","55","5","10","75","15","30","65","5"
"41","69039","6045017",,2016,78,"B",171,"171",171,3,"2",62,"62","2399.3","5","19","24","44","32","62","18","39","44","8","44","48","10","63","27","0","0","0"
"41","69039","6045017",,2016,78,"B",171,"168",168,3,"1",62,"61","2393.1","10","21","31","33","36","61","5","57","38","11","52","36","5","72","23","13","52","34"
"41","69039","6045017",,2016,78,"B",171,"168",168,4,"1",57,"55","2420.7","9","20","29","15","56","55","7","35","58","9","42","49","7","69","24","9","62","29"
"41","69039","6045017",,2016,78,"B",171,"171",171,4,"2",57,"57","2428.6","2","18","19","40","40","57","5","39","56","5","44","51","9","54","37","0","0","0"
"41","69039","6045017",,2016,78,"B",171,"171",171,5,"2",52,"52","2454.2","8","12","19","19","62","52","8","19","73","10","35","56","8","40","52","0","0","0"
"41","69039","6045017",,2016,78,"B",171,"168",168,5,"1",52,"52","2465.1","13","17","31","29","40","52","12","37","52","19","40","40","2","52","46","21","54","25"
"41","69039","6045017",,2016,78,"B",171,"168",168,13,"1",171,"168","","11","20","30","26","44","168","8","43","49","13","45","42","5","65","30","14","56","30"
"41","69039","6045017",,2016,78,"B",171,"171",171,13,"2",171,"171","","5","16","21","35","44","171","11","33","57","8","41","51","9","53","38","0","0","0"
"41","69039","6045017",,2016,79,"B",10,"10",10,3,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6045017",,2016,79,"B",10,"10",10,3,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
